sim_number,avgTripOverhead
0,2.60883972624
1,3.05684865372
2,2.6670782526
3,2.82945904317
4,2.88369765052
5,2.91031145194
6,2.5407632808
7,2.71195907748
8,2.76124847788
9,2.50232602499
10,2.81066687917
11,2.54466962775
12,2.58911269875
13,2.8690464849
14,2.66917274385
15,2.64579666674
16,2.73288311459
17,2.48695628738
18,2.88239615641
19,2.79651522659
20,2.61833751296
21,2.54898324781
22,2.63959540725
23,2.63734698885
24,2.90075693325
25,2.85086944206
26,2.61387356026
27,2.73481706156
28,2.85033927937
29,2.59466036527
30,2.86896880601
31,2.71601366266
32,2.56395139201
33,2.70110474314
34,2.69721251145
35,2.73025921186
36,2.53271606232
37,2.69931787704
38,2.49918983501
39,2.94375114242
40,2.74452670082
41,2.49661511184
42,2.87829680013
43,2.75256664414
44,2.73755877927
45,2.62193387632
46,2.49179588782
47,2.49042493726
48,2.50314142524
49,2.94206688137
50,2.81313325383
51,2.6215769408
52,2.73164490423
53,2.58427414124
54,2.5195639073
55,2.78864017822
56,2.50950942807
57,3.04187277287
58,2.66543020157
59,2.8647673399
60,2.77463589201
61,2.6294450826
62,2.34340177562
63,2.73688289421
64,2.73441159347
65,2.49138896512
66,2.54251238279
67,2.70726371082
68,2.82488703675
69,2.48812562521
70,2.69572169229
71,2.44640180881
72,2.76393443249
73,2.54613864565
74,2.6370263649
75,2.7485580329
76,2.51544268265
77,2.49362289192
78,2.92537928013
79,2.46022737056
80,2.60282157723
81,2.44473423583
82,2.79178838741
83,3.02127420771
84,2.85554704793
85,2.6299930285
86,2.71862453192
87,2.91476726975
88,2.62706885414
89,2.59123405166
90,2.80477827623
91,2.60783859362
92,2.74701631596
93,2.70087329519
94,2.81573934804
95,2.84911969379
96,2.63438138176
97,2.64984599289
98,2.64843940001
99,2.61869612733
100,2.62972338631
101,2.61671584331
102,2.80788855566
103,2.82926647436
104,2.80366421928
105,2.66318434025
106,2.93429569625
107,2.46780173608
108,2.5586200408
109,2.78390407627
110,2.59018754588
111,2.81778309474
112,2.84414909442
113,2.53826762612
114,2.75624511684
115,2.68992069682
116,2.8543222969
117,2.70078921691
118,2.59522215427
119,2.46771008363
120,2.53461968475
121,2.9597117503
122,2.45584163205
123,2.52693313107
124,2.47033560758
125,2.43019857915
126,2.76797949701
127,2.73232599646
128,2.62583419112
129,2.66556181592
130,2.43147026317
131,2.86778586579
132,2.53413439314
133,2.63199338613
134,2.85833190024
135,2.7582253846
136,2.51930091774
137,2.65236850217
138,2.49134768738
139,2.71910512859
140,2.39771803832
141,2.43416752714
142,2.65456473797
143,2.79030655368
144,2.81784928942
145,2.64495859761
146,2.98918761604
147,2.53242618824
148,2.53033260064
149,2.48194988312
150,2.91374398699
151,2.60381655846
152,2.96463901737
153,2.6956240313
154,2.47842447735
155,2.52826096547
156,2.53434390081
157,2.54410999664
158,2.60007982357
159,2.43088876467
160,2.8046689763
161,2.6186614466
162,2.53336185326
163,2.93613480071
164,2.55145651579
165,2.47156514327
166,2.69075465727
167,3.05494124849
168,2.8146313967
169,2.88376878624
170,2.76378057867
171,2.72123391598
172,2.86060903688
173,2.74372865898
174,2.46419122145
175,2.62922309252
176,2.68403766157
177,2.95186524876
178,2.88368940536
179,2.48778173233
180,2.7630934463
181,2.70225876976
182,2.81945782966
183,2.91920171457
184,2.69258182436
185,2.48664937542
186,2.87850713608
187,2.6768345116
188,2.67177712204
189,2.86750780675
190,2.4437082014
191,2.82305556641
192,2.77433238388
193,2.66556053689
194,2.53435772459
195,2.66019449978
196,2.79939238209
197,2.33042884295
198,2.39328256352
199,2.59048317912
200,2.58065988471
201,2.8245202156
202,2.75357213085
203,2.4939333955
204,2.79627158785
205,2.82119725394
206,2.68760388021
207,2.88805541545
208,2.48795287058
209,2.7602377263
210,2.51220065906
211,2.92222530116
212,2.66797241812
213,2.71373018539
214,2.56796027645
215,2.71657270928
216,2.66435146043
217,2.5585013327
218,2.51327885865
219,2.72720844569
220,2.65453048871
221,2.68206891718
222,3.02161156071
223,2.72531641477
224,2.76260432842
225,2.59107437837
226,2.88988165276
227,2.41402467838
228,2.8415207564
229,2.56272756205
230,2.57792328621
231,2.72385629031
232,2.86565130084
233,2.53691551518
234,2.71766443978
235,2.81353730602
236,2.83027358452
237,2.84150373233
238,2.78058612581
239,2.94111565099
240,2.58876747888
241,2.66162736366
242,2.67435236769
243,2.8604297707
244,2.7571388989
245,2.65813325473
246,2.60690179351
247,2.60494554325
248,2.58314611228
249,2.87521074783
250,2.63634845867
251,2.76324654645
252,2.53088999714
253,2.66679011698
254,2.69175613665
255,2.85454811499
256,2.86349577261
257,2.78046280596
258,2.46205475656
259,2.59459422527
260,2.73609417998
261,2.58818160881
262,2.78723896709
263,2.44417097339
264,2.62102596379
265,2.70308286801
266,2.73242710034
267,2.68358517971
268,2.81413456827
269,2.94651385722
270,2.72030853226
271,2.44107802872
272,2.61160498316
273,2.53884320854
274,2.9109859293
275,2.75560343956
276,2.61728194526
277,2.50427252507
278,2.50624950885
279,2.78425136072
280,2.61988052058
281,2.56853322289
282,2.81857810607
283,2.9621639545
284,2.48789802592
285,2.61372198569
286,2.72606383682
287,2.92549157055
288,2.45566997874
289,2.85218696623
290,2.80100492716
291,2.59691747458
292,2.75478160097
293,2.76779871387
294,2.54931311817
295,2.65785435071
296,2.60611283939
297,2.37557291988
298,2.60180113995
299,2.42356183593
