sim_number,avgTripOverhead
0,1.96087019882
1,1.94706814911
2,1.83906877226
3,1.95522499963
4,1.90164988758
5,1.91310655101
6,1.8700585482
7,1.85830228337
8,1.90002446701
9,1.88012076825
10,1.97557559679
11,1.95582909207
12,1.99853695986
13,1.89428977486
14,1.94790081389
15,1.97217675197
16,1.95966510992
17,1.81964696574
18,1.87534036527
19,1.91672272392
20,1.90379952733
21,1.87128356716
22,1.88591247661
23,1.85414400475
24,1.87768785527
25,1.88923947008
26,1.93261373969
27,1.90211928516
28,1.91785482223
29,1.97056205959
30,1.93058176687
31,1.92067714458
32,1.90241682764
33,1.88837529536
34,1.92905421995
35,1.88883525077
36,1.95603188602
37,1.9387113988
38,1.93585052586
39,1.88776236261
40,1.89918037088
41,1.89740187624
42,1.94663636424
43,1.90046441559
44,1.79889721237
45,1.87755746313
46,1.93947940634
47,1.89108341714
48,1.91188824087
49,1.9531945421
50,1.92248559187
51,1.82940380994
52,1.90310173555
53,1.99579094586
54,1.99691752347
55,1.91420823918
56,1.96088556391
57,1.86900362042
58,1.88903694641
59,1.89286343959
60,1.87635203206
61,1.84863518269
62,1.83856593732
63,1.83521473844
64,1.84408335605
65,1.94261358392
66,1.84379972038
67,1.89778689127
68,1.86513572693
69,1.83384761791
70,1.855420723
71,1.83534269942
72,1.84927348122
73,1.92094425955
74,1.89992439963
75,1.85673525449
76,2.02200942673
77,1.85816341737
78,1.90109855415
79,1.91846993383
80,1.87194267839
81,1.92746328939
82,1.90336250241
83,1.91718830597
84,1.9681514714
85,1.93594725514
86,1.90988676702
87,1.86430179046
88,1.99691150549
89,1.90563413923
90,1.96850184762
91,1.95748140034
92,1.91458154366
93,1.84219018685
94,1.88121147272
95,1.8140431384
96,1.81452472415
97,1.87622758122
98,1.91043870344
99,1.91470427123
100,1.84427974273
101,1.96313394031
102,1.9315630856
103,1.98437193433
104,1.94106120837
105,1.95309547547
106,1.89990954208
107,1.87176529291
108,1.84716704697
109,1.95090575017
110,1.9178665658
111,1.89605504081
112,1.81089190068
113,1.95871450991
114,1.89455864146
115,1.91300952924
116,1.81104650367
117,1.92740764051
118,1.95529416897
119,1.89586364778
120,1.88488976407
121,1.96380288773
122,1.89394888244
123,1.86960453348
124,2.00949734983
125,1.78309800744
126,1.86348006632
127,1.92984571168
128,1.83271455951
129,1.97199125045
130,1.91251595073
131,1.83336566245
132,1.9443202101
133,1.9223477384
134,1.93353820101
135,1.84494402826
136,1.97554104987
137,1.95912403228
138,1.89324799988
139,1.80321948054
140,1.93439558663
141,1.92921140967
142,1.93756250245
143,2.00143964041
144,1.87177488278
145,1.87220723795
146,1.90518333324
147,1.91785307688
148,1.93773257543
149,1.92032623319
150,1.84471547377
151,1.8874025527
152,1.89813402009
153,1.84989752374
154,1.88923727224
155,1.9449044656
156,1.91514156745
157,1.90771916659
158,1.88496738147
159,1.90470137464
160,1.94478914686
161,1.86563232939
162,1.87345321699
163,1.9248277321
164,1.8987965459
165,1.82147489276
166,1.84845657355
167,1.83980064263
168,1.83645065574
169,1.91078067925
170,1.87272655919
171,1.87199128491
172,1.84416812459
173,1.91303489176
174,1.83579639933
175,1.90661108264
176,1.91012903214
177,1.8328110293
178,1.95290758766
179,1.81273458003
180,1.89200902839
181,1.91047454174
182,2.04297113637
183,1.77879385657
184,1.96712062261
185,1.95199860385
186,1.92600262128
187,1.8629492172
188,1.89458594719
189,1.88600586572
190,1.9109007409
191,1.80940423958
192,1.97333482209
193,1.98190696387
194,1.86757607635
195,1.89824264189
196,1.96654006712
197,1.90588917314
198,1.98848573051
199,1.91681832596
